iteration,mean_survival,mean_return,loss,mean_value,entropy,lr,eval_survival,jump_ratio,time_s
9310,31.92,26.2379,20.9812,21.0449,0.4686,1.0e-04,32.02,0.25,5.5
9311,31.44,25.7441,20.9568,20.5227,0.4719,1.0e-04,,,5.5
9312,31.98,26.2086,21.0792,20.8481,0.4787,1.0e-04,,,5.5
9313,31.57,25.6758,21.9060,21.0927,0.4857,1.0e-04,,,5.5
9314,30.92,25.3797,20.3664,21.0375,0.4566,1.0e-04,,,5.4
9315,31.42,25.9875,22.0857,21.2254,0.4304,1.0e-04,,,5.5
9316,30.75,25.3504,21.8524,21.4340,0.4410,1.0e-04,,,5.4
9317,30.58,25.2879,22.4151,21.5294,0.4274,1.0e-04,,,5.5
9318,31.51,26.0809,22.4649,21.2472,0.4301,1.0e-04,,,5.5
9319,31.88,26.3695,22.1992,21.1215,0.4468,1.0e-04,,,5.5
9320,32.91,27.2676,23.6951,21.6692,0.4409,1.0e-04,31.28,0.23,5.5
9321,32.29,26.5934,23.5245,21.4096,0.4557,1.0e-04,,,5.5
9322,31.35,25.7750,22.6237,21.4529,0.4557,1.0e-04,,,5.5
9323,31.39,25.8184,21.2594,21.3009,0.4419,1.0e-04,,,5.5
9324,31.50,25.8984,21.5284,21.2923,0.4556,1.0e-04,,,5.5
9325,30.86,25.2531,21.0007,21.1873,0.4584,1.0e-04,,,5.5
9326,30.93,25.2313,21.6618,20.8863,0.4748,1.0e-04,,,5.5
9327,31.51,25.8656,20.6280,20.7203,0.4651,1.0e-04,,,5.5
9328,31.13,25.3301,20.9688,21.0305,0.4817,1.0e-04,,,5.5
9329,29.87,24.2648,20.1044,20.7278,0.4601,1.0e-04,,,5.4
9330,31.03,25.3773,20.4828,20.8877,0.4709,1.0e-04,31.42,0.22,5.5
9331,31.92,26.3191,21.5976,21.0223,0.4465,1.0e-04,,,5.5
9332,30.97,25.5445,21.2649,20.8023,0.4468,1.0e-04,,,5.5
9333,30.58,25.1348,22.5932,21.0937,0.4546,1.0e-04,,,5.5
9334,31.08,25.4562,21.2188,21.0880,0.4700,1.0e-04,,,5.6
9335,30.76,25.2891,22.3595,21.2353,0.4550,1.0e-04,,,5.5
9336,31.96,26.3266,22.2133,21.0429,0.4536,1.0e-04,,,5.5
9337,31.08,25.5281,20.8344,20.8604,0.4628,1.0e-04,,,5.5
9338,31.07,25.4879,20.7687,20.8616,0.4641,1.0e-04,,,5.5
9339,31.95,26.4445,20.8972,20.8268,0.4343,1.0e-04,,,5.5
9340,31.21,25.7199,21.8969,20.7699,0.4574,1.0e-04,31.37,0.21,5.5
9341,31.08,25.5738,20.8954,21.1645,0.4539,1.0e-04,,,5.5
9342,31.55,26.0344,21.4721,20.8318,0.4519,1.0e-04,,,5.5
9343,31.00,25.4871,21.4499,20.9283,0.4559,1.0e-04,,,5.5
9344,29.92,24.3840,20.8758,21.0386,0.4615,1.0e-04,,,5.4
9345,30.98,25.3074,21.7377,21.2130,0.4717,1.0e-04,,,5.5
9346,30.96,25.4203,21.4662,21.2300,0.4528,1.0e-04,,,5.5
9347,30.68,25.0496,22.1162,21.1503,0.4642,1.0e-04,,,5.5
9348,32.11,26.4934,20.3324,20.8024,0.4610,1.0e-04,,,5.5
9349,31.96,26.3930,22.9322,21.3450,0.4569,1.0e-04,,,5.5
9350,30.79,25.2812,21.4414,21.2325,0.4645,1.0e-04,32.44,0.25,5.5
9351,30.44,24.8090,20.6618,20.7739,0.4683,1.0e-04,,,5.5
9352,32.81,26.9512,20.9862,20.8591,0.4737,1.0e-04,,,5.5
9353,31.38,25.7156,22.3246,21.4690,0.4571,1.0e-04,,,5.5
9354,31.21,25.6484,21.4792,21.4824,0.4618,1.0e-04,,,5.5
9355,31.41,25.9211,22.5611,21.3799,0.4456,1.0e-04,,,5.5
9356,30.59,25.0320,21.8358,21.0584,0.4475,1.0e-04,,,5.5
9357,31.55,25.8320,21.5978,20.8836,0.4685,1.0e-04,,,5.5
9358,31.66,25.9453,21.0125,20.5847,0.4740,1.0e-04,,,5.5
9359,31.14,25.5121,19.2809,20.6679,0.4652,1.0e-04,,,5.5
9360,32.82,27.0414,21.3720,20.5982,0.4751,1.0e-04,31.84,0.26,5.5
9361,31.02,25.3703,20.8892,20.8793,0.4604,1.0e-04,,,5.5
9362,31.73,26.1551,20.9503,20.8398,0.4388,1.0e-04,,,5.5
9363,30.98,25.4758,21.1240,21.0351,0.4540,1.0e-04,,,5.5
9364,32.36,26.5863,20.3779,20.6343,0.4677,1.0e-04,,,5.5
9365,31.61,25.9750,21.5561,21.0423,0.4614,1.0e-04,,,5.5
9366,32.83,26.9352,20.9914,21.0830,0.4752,1.0e-04,,,5.5
9367,31.27,25.5785,22.2132,21.0005,0.4704,1.0e-04,,,5.5
9368,30.41,24.7160,21.3126,21.3065,0.4656,1.0e-04,,,5.4
9369,30.63,24.9809,20.9837,21.2035,0.4651,1.0e-04,,,5.5
9370,30.94,25.4395,21.5645,20.4993,0.4511,1.0e-04,31.83,0.25,5.5
9371,31.54,25.8973,21.1184,21.0349,0.4610,1.0e-04,,,5.5
9372,30.56,25.1586,21.3204,21.2396,0.4438,1.0e-04,,,5.5
9373,31.80,26.2531,22.1446,21.2126,0.4605,1.0e-04,,,5.5
9374,31.81,26.0246,21.3457,21.2204,0.4903,1.0e-04,,,5.5
9375,31.05,25.3105,21.7994,21.3878,0.4746,1.0e-04,,,5.5
9376,32.02,26.3188,21.1387,20.8800,0.4756,1.0e-04,,,5.5
9377,32.06,26.3016,22.7527,21.3954,0.4634,1.0e-04,,,5.5
9378,31.20,25.7094,21.6691,21.1175,0.4509,1.0e-04,,,5.5
9379,31.54,25.9117,21.9556,21.1502,0.4687,1.0e-04,,,5.5
9380,31.60,25.9316,22.3497,21.1961,0.4639,1.0e-04,32.68,0.28,5.5
9381,30.50,24.7395,20.5916,21.1530,0.4664,1.0e-04,,,5.5
9382,30.59,24.8746,20.3070,20.8241,0.4717,1.0e-04,,,5.5
9383,30.85,25.1293,21.4430,21.1829,0.4800,1.0e-04,,,5.5
9384,33.09,27.3570,21.9852,20.8198,0.4556,1.0e-04,,,5.5
9385,30.29,24.8203,21.6159,21.3282,0.4625,1.0e-04,,,5.5
9386,30.28,24.6242,20.8465,21.1050,0.4676,1.0e-04,,,5.5
9387,32.47,26.8762,21.6188,21.0764,0.4485,1.0e-04,,,5.5
9388,31.63,26.0352,21.5646,21.2119,0.4537,1.0e-04,,,5.5
9389,31.50,25.7164,21.7135,21.1079,0.4676,1.0e-04,,,5.5
9390,31.26,25.4660,20.8450,20.8722,0.4845,1.0e-04,32.79,0.29,5.5
9391,32.03,26.1262,22.5625,21.2185,0.4894,1.0e-04,,,5.5
9392,31.04,25.2699,21.2970,20.8034,0.4752,1.0e-04,,,5.5
9393,32.38,26.6348,21.3198,21.0209,0.4687,1.0e-04,,,5.5
9394,32.04,26.5645,22.5461,21.5289,0.4441,1.0e-04,,,5.5
9395,31.71,26.1465,23.0930,21.3668,0.4550,1.0e-04,,,5.5
9396,31.93,26.3937,22.2544,21.3727,0.4287,1.0e-04,,,5.5
9397,30.59,25.0492,20.2049,20.5512,0.4557,1.0e-04,,,5.5
9398,32.20,26.5734,22.2837,21.1508,0.4538,1.0e-04,,,5.5
9399,31.24,25.5926,21.1845,20.8501,0.4512,1.0e-04,,,5.5
9400,30.74,25.0512,20.2321,20.6724,0.4721,1.0e-04,31.33,0.22,5.5
9401,32.51,26.9027,20.7345,20.6031,0.4583,1.0e-04,,,5.5
9402,31.67,26.1715,21.5790,20.8051,0.4476,1.0e-04,,,5.5
9403,30.84,25.4578,21.8597,21.0509,0.4282,1.0e-04,,,5.5
9404,31.08,25.6387,21.2212,21.1310,0.4354,1.0e-04,,,5.5
9405,31.66,26.0555,22.0602,21.4464,0.4503,1.0e-04,,,5.5
9406,32.03,26.3535,23.0150,21.6719,0.4569,1.0e-04,,,5.5
9407,30.09,24.4578,21.1302,21.2222,0.4845,1.0e-04,,,5.4
9408,31.59,25.5988,22.0981,21.0898,0.4942,1.0e-04,,,5.5
9409,31.55,25.7871,20.8041,20.8806,0.4817,1.0e-04,,,5.5
9410,31.82,25.9094,21.6955,21.0089,0.4942,1.0e-04,33.33,0.30,5.5
9411,31.74,25.7277,21.8664,20.8301,0.4968,1.0e-04,,,5.5
9412,32.54,26.7305,21.4663,21.0512,0.4791,1.0e-04,,,5.5
9413,32.31,26.4754,21.4707,21.1224,0.4781,1.0e-04,,,5.5
9414,31.48,25.7070,21.9182,21.1472,0.4761,1.0e-04,,,5.5
9415,30.51,24.6523,21.2330,21.3380,0.4896,1.0e-04,,,5.5
9416,31.46,25.4758,19.9657,20.4759,0.4922,1.0e-04,,,5.5
9417,30.43,24.5559,21.1434,20.8630,0.4903,1.0e-04,,,5.5
9418,31.77,25.9031,19.8903,20.8127,0.4982,1.0e-04,,,5.5
9419,32.13,26.2004,21.4446,20.9129,0.4961,1.0e-04,,,5.5
9420,33.03,26.8922,21.8474,20.9368,0.4970,1.0e-04,32.58,0.28,5.5
9421,30.50,24.8008,20.9309,20.8080,0.4765,1.0e-04,,,5.5
9422,32.59,26.8270,20.6422,20.9248,0.4719,1.0e-04,,,5.5
9423,31.54,25.8438,20.5569,20.6835,0.4650,1.0e-04,,,5.5
9424,31.86,26.2160,20.6861,20.3840,0.4589,1.0e-04,,,5.5
9425,31.76,26.1012,20.9919,20.9135,0.4741,1.0e-04,,,5.5
9426,31.87,26.2035,21.3572,21.0243,0.4437,1.0e-04,,,5.5
9427,31.13,25.6848,21.7691,20.8677,0.4407,1.0e-04,,,5.5
9428,31.42,26.0160,21.6173,20.9716,0.4422,1.0e-04,,,5.5
9429,31.04,25.5047,21.6312,21.2702,0.4517,1.0e-04,,,5.5
9430,31.94,26.4766,22.9169,21.1044,0.4469,1.0e-04,31.31,0.23,5.5
9431,31.91,26.3102,21.8696,20.8671,0.4639,1.0e-04,,,5.5
9432,30.49,24.8738,20.0212,20.9005,0.4792,1.0e-04,,,5.5
9433,31.02,25.5117,20.9499,20.8997,0.4412,1.0e-04,,,5.5
9434,32.00,26.3176,21.4066,20.7161,0.4694,1.0e-04,,,5.5
9435,32.25,26.5129,21.4501,20.8229,0.4615,1.0e-04,,,5.5
9436,31.85,26.3078,21.1884,20.8394,0.4605,1.0e-04,,,5.5
9437,31.89,26.2953,20.6929,20.7377,0.4543,1.0e-04,,,5.5
9438,31.74,26.0652,21.4818,20.9675,0.4648,1.0e-04,,,5.5
9439,30.71,25.2352,20.0123,20.3965,0.4542,1.0e-04,,,5.5
9440,31.62,25.9953,20.3374,20.5827,0.4532,1.0e-04,32.03,0.25,5.5
9441,31.41,25.6984,20.4079,20.7589,0.4667,1.0e-04,,,5.5
9442,31.41,25.7996,21.0831,20.6574,0.4618,1.0e-04,,,5.5
9443,31.67,26.1477,20.6156,20.6908,0.4506,1.0e-04,,,5.5
9444,31.01,25.4871,20.9718,21.1541,0.4459,1.0e-04,,,5.5
9445,31.04,25.5172,20.8450,20.9544,0.4586,1.0e-04,,,5.5
9446,33.20,27.4449,22.0386,21.0095,0.4726,1.0e-04,,,5.5
9447,30.92,25.2641,21.3179,20.8530,0.4785,1.0e-04,,,5.5
9448,31.57,25.8676,21.9604,20.9839,0.4587,1.0e-04,,,5.5
9449,32.26,26.4215,20.5624,20.8179,0.4713,1.0e-04,,,5.5
9450,32.27,26.4305,21.5981,20.7030,0.4692,1.0e-04,32.24,0.26,5.5
9451,31.44,25.6992,21.0311,20.7349,0.4730,1.0e-04,,,5.5
9452,32.81,27.0020,20.6951,20.5687,0.4678,1.0e-04,,,5.5
9453,31.66,25.9602,20.5028,20.5541,0.4722,1.0e-04,,,5.5
9454,31.33,25.7230,20.2936,20.8722,0.4690,1.0e-04,,,5.5
9455,31.85,26.1480,20.6624,20.7570,0.4636,1.0e-04,,,5.5
9456,31.36,25.7508,21.6599,20.6971,0.4617,1.0e-04,,,5.5
9457,31.40,25.7895,22.0019,20.8905,0.4595,1.0e-04,,,5.5
9458,31.22,25.5867,19.9695,20.6319,0.4653,1.0e-04,,,5.5
9459,31.35,25.9328,21.5425,21.1084,0.4248,1.0e-04,,,5.5
9460,32.11,26.4875,21.8879,21.0367,0.4514,1.0e-04,31.32,0.23,5.5
9461,32.37,26.6859,20.2302,20.6895,0.4664,1.0e-04,,,5.5
9462,32.02,26.1531,20.9424,20.9449,0.4805,1.0e-04,,,5.5
9463,30.75,24.9891,20.7881,20.8354,0.4865,1.0e-04,,,5.5
9464,30.79,25.0148,19.8883,20.5460,0.4859,1.0e-04,,,5.4
9465,30.87,24.9555,20.7668,20.6768,0.4884,1.0e-04,,,5.5
9466,31.15,25.2969,21.0697,20.5756,0.4873,1.0e-04,,,5.5
9467,31.06,25.1055,18.4547,20.5019,0.4860,1.0e-04,,,5.5
9468,31.87,25.9988,21.2006,21.1405,0.4817,1.0e-04,,,5.5
9469,31.46,25.7617,20.9290,20.9527,0.4642,1.0e-04,,,5.5
9470,32.20,26.3336,19.8802,20.6569,0.4794,1.0e-04,33.25,0.29,5.5
9471,31.54,25.6746,20.8923,21.0362,0.4826,1.0e-04,,,5.5
9472,30.96,24.9844,19.9728,20.9602,0.5001,1.0e-04,,,5.4
9473,31.60,25.5953,20.3071,20.6661,0.4956,1.0e-04,,,5.5
9474,30.71,24.7789,20.3681,20.5999,0.4988,1.0e-04,,,5.5
9475,32.53,26.6012,21.1078,20.7489,0.4754,1.0e-04,,,5.5
9476,31.07,25.3520,20.2340,20.5268,0.4748,1.0e-04,,,5.5
9477,31.00,25.2977,20.9332,20.7760,0.4780,1.0e-04,,,5.5
9478,32.65,26.5820,20.6224,20.5588,0.4883,1.0e-04,,,5.5
9479,31.08,25.0664,20.8811,20.6256,0.5024,1.0e-04,,,5.5
9480,30.58,24.6539,20.6846,20.5983,0.4996,1.0e-04,32.69,0.31,5.5
9481,30.39,24.5785,21.1620,20.5611,0.4882,1.0e-04,,,5.5
9482,31.10,25.1199,21.1560,20.6039,0.4961,1.0e-04,,,5.5
9483,31.73,25.8215,20.9780,20.3070,0.4861,1.0e-04,,,5.5
9484,32.78,26.8750,20.6660,20.5329,0.4779,1.0e-04,,,5.5
9485,31.25,25.4355,21.0438,20.7472,0.4728,1.0e-04,,,5.5
9486,32.08,26.2434,21.7364,21.0051,0.4723,1.0e-04,,,5.5
9487,32.41,26.7352,20.4809,20.5282,0.4583,1.0e-04,,,5.5
9488,30.39,24.9492,20.9156,20.5676,0.4411,1.0e-04,,,5.5
9489,32.88,27.1449,20.9022,20.4417,0.4751,1.0e-04,,,5.5
9490,31.09,25.5223,21.6773,21.3633,0.4602,1.0e-04,32.69,0.26,5.5
9491,31.49,25.7426,20.0947,20.5980,0.4841,1.0e-04,,,5.5
9492,30.84,25.1465,21.5674,21.1346,0.4678,1.0e-04,,,5.4
9493,31.12,25.4363,20.4125,20.9416,0.4590,1.0e-04,,,5.5
9494,31.40,25.8105,21.0206,21.0321,0.4671,1.0e-04,,,5.5
9495,31.10,25.3477,21.0559,21.1253,0.4783,1.0e-04,,,5.5
9496,31.83,25.9773,20.6111,20.9858,0.4809,1.0e-04,,,5.5
9497,31.38,25.3953,20.6231,20.8685,0.4920,1.0e-04,,,5.5
9498,32.11,26.3379,21.0673,20.8898,0.4724,1.0e-04,,,5.5
9499,32.34,26.7992,21.4784,20.9781,0.4586,1.0e-04,,,5.5
9500,31.27,25.7645,21.5493,21.2382,0.4493,1.0e-04,30.91,0.20,5.5
9501,32.15,26.6715,22.3701,21.0914,0.4494,1.0e-04,,,5.5
9502,31.75,26.2523,21.3532,21.2317,0.4419,1.0e-04,,,5.5
9503,32.11,26.3973,20.5032,20.9644,0.4699,1.0e-04,,,5.5
9504,31.87,26.1844,21.8157,20.7998,0.4485,1.0e-04,,,5.5
9505,31.35,25.5672,21.0319,20.8472,0.4921,1.0e-04,,,5.5
9506,31.35,25.7730,21.2294,20.7534,0.4423,1.0e-04,,,5.5
9507,31.62,26.0578,21.4681,21.0131,0.4447,1.0e-04,,,5.5
9508,32.79,27.2227,22.9451,21.3055,0.4531,1.0e-04,,,5.5
9509,32.85,27.1074,22.4660,20.7505,0.4676,1.0e-04,,,5.5
9510,31.68,26.0238,20.4330,20.8041,0.4614,1.0e-04,32.36,0.25,5.5
9511,31.05,25.3918,20.4935,20.7299,0.4697,1.0e-04,,,5.5
9512,31.70,26.0402,21.3611,21.0897,0.4582,1.0e-04,,,5.5
9513,31.50,25.8293,21.9024,21.2586,0.4619,1.0e-04,,,5.5
9514,32.55,26.7047,22.2656,21.0385,0.4761,1.0e-04,,,5.5
9515,30.66,24.9813,21.5036,21.3954,0.4660,1.0e-04,,,5.5
9516,30.96,25.2883,20.3840,20.9839,0.4712,1.0e-04,,,5.5
9517,31.10,25.4633,20.7877,20.8390,0.4612,1.0e-04,,,5.5
9518,31.18,25.4578,19.8220,20.6564,0.4873,1.0e-04,,,5.5
9519,30.96,25.2687,21.0740,20.7729,0.4702,1.0e-04,,,5.5
9520,31.62,25.6414,19.8120,20.5582,0.4997,1.0e-04,32.94,0.30,5.5
9521,31.07,25.1953,21.0047,20.4938,0.4970,1.0e-04,,,5.5
9522,32.09,26.1531,21.3814,20.5644,0.4913,1.0e-04,,,5.5
9523,31.78,25.7078,20.0826,20.5663,0.5004,1.0e-04,,,5.5
9524,31.19,25.2969,21.1488,20.9591,0.4908,1.0e-04,,,5.5
9525,31.49,25.5359,21.7018,20.7973,0.4989,1.0e-04,,,5.5
9526,32.16,26.2195,20.5042,20.5513,0.4810,1.0e-04,,,5.5
9527,30.79,24.8996,19.6299,20.2577,0.4864,1.0e-04,,,5.4
9528,31.78,26.0387,20.1017,20.7314,0.4664,1.0e-04,,,5.5
9529,30.62,24.7273,18.9460,20.4752,0.4991,1.0e-04,,,5.4
9530,31.82,25.8766,20.1527,20.6293,0.4844,1.0e-04,33.08,0.32,5.5
9531,30.42,24.4961,19.8446,20.1167,0.4905,1.0e-04,,,5.4
9532,30.90,25.2094,20.2867,20.4736,0.4916,1.0e-04,,,5.4
9533,31.34,25.5410,22.0773,20.8603,0.4825,1.0e-04,,,5.5
9534,31.62,25.8793,21.1867,20.6627,0.4711,1.0e-04,,,5.5
9535,31.30,25.5211,19.3585,20.4666,0.4802,1.0e-04,,,5.5
9536,32.00,26.2203,21.1180,20.6198,0.4801,1.0e-04,,,5.5
9537,31.59,25.8000,21.3001,20.9013,0.4772,1.0e-04,,,5.5
9538,32.08,26.3066,21.2874,21.0618,0.4773,1.0e-04,,,5.5
9539,33.00,27.1395,21.9306,21.0885,0.4765,1.0e-04,,,5.5
9540,31.04,25.2488,21.8055,21.1648,0.4849,1.0e-04,32.61,0.30,5.5
9541,31.21,25.3473,20.9387,20.7319,0.4793,1.0e-04,,,5.5
9542,30.34,24.2480,19.6112,20.1850,0.5073,1.0e-04,,,5.5
9543,30.60,24.3492,19.7967,20.3783,0.5164,1.0e-04,,,5.5
9544,31.76,25.5652,20.1930,20.3345,0.5091,1.0e-04,,,5.5
9545,31.18,24.9188,19.8323,20.6341,0.5064,1.0e-04,,,5.5
9546,30.49,24.2625,18.8974,20.2188,0.5238,1.0e-04,,,5.5
9547,31.17,25.0535,20.1137,20.3685,0.5119,1.0e-04,,,5.5
9548,31.52,25.6789,20.4255,20.8153,0.4944,1.0e-04,,,5.5
9549,32.46,26.5016,21.3088,20.7644,0.4821,1.0e-04,,,5.5
9550,32.05,26.0531,20.6809,20.8547,0.4870,1.0e-04,32.86,0.32,5.5
9551,31.38,25.4516,21.2532,21.1266,0.4950,1.0e-04,,,5.5
9552,32.41,26.4238,21.6492,20.9994,0.4882,1.0e-04,,,5.5
9553,32.16,26.0754,19.8566,20.8397,0.4968,1.0e-04,,,5.5
9554,30.94,24.9781,19.3579,20.6507,0.4915,1.0e-04,,,5.5
9555,31.04,25.2988,20.6018,20.6978,0.4813,1.0e-04,,,5.5
9556,30.44,24.6879,20.9684,20.8819,0.4870,1.0e-04,,,5.5
9557,32.20,26.2078,20.7935,20.8003,0.4977,1.0e-04,,,5.5
9551,31.22,25.2785,20.8613,20.9520,0.4958,1.0e-04,,,7.0
9552,31.55,25.4543,19.9104,20.3965,0.4979,1.0e-04,,,5.5
9553,32.29,26.0926,19.8684,20.2306,0.4981,1.0e-04,,,5.5
9554,30.04,24.1887,20.3414,20.7375,0.4912,1.0e-04,,,5.5
9555,31.36,25.5574,19.8265,20.6052,0.4759,1.0e-04,,,5.5
9556,29.57,23.9688,20.8215,20.6869,0.4651,1.0e-04,,,5.5
9557,31.29,25.5387,20.8672,20.7863,0.4831,1.0e-04,,,5.5
9558,32.00,26.3465,20.2404,20.6307,0.4750,1.0e-04,,,5.5
9559,30.92,25.2461,20.9799,20.9157,0.4724,1.0e-04,,,5.5
9560,31.70,26.0199,20.3272,21.0131,0.4628,1.0e-04,31.91,0.27,5.5
9561,32.06,26.2672,20.6940,21.1396,0.4811,1.0e-04,,,5.5
9562,30.38,24.8203,20.4972,20.9452,0.4604,1.0e-04,,,5.5
9563,31.89,26.0719,20.6881,20.8976,0.4808,1.0e-04,,,5.5
9564,31.37,25.7555,21.4429,20.9191,0.4611,1.0e-04,,,5.5
9565,31.79,26.0102,21.2745,20.7080,0.4675,1.0e-04,,,5.5
9566,32.40,26.8742,21.7029,21.1203,0.4374,1.0e-04,,,5.5
9567,31.46,25.8805,21.6142,21.1057,0.4552,1.0e-04,,,5.5
9568,31.65,26.2285,20.9975,20.8070,0.4413,1.0e-04,,,5.5
9569,30.77,25.2555,23.8137,21.4719,0.4569,1.0e-04,,,5.5
9570,30.25,24.9547,22.4453,21.5650,0.4161,1.0e-04,29.64,0.17,5.5
9571,31.90,26.5320,21.9812,21.1419,0.4321,1.0e-04,,,5.5
9572,30.38,25.1141,22.1524,21.0659,0.4377,1.0e-04,,,5.5
9573,31.70,26.2609,21.6228,21.2055,0.4301,1.0e-04,,,5.5
9574,31.77,26.3328,22.1746,21.2800,0.4394,1.0e-04,,,5.5
9575,31.50,25.9309,21.7384,20.8632,0.4499,1.0e-04,,,5.5
9576,31.10,25.5125,22.4246,21.2512,0.4563,1.0e-04,,,5.5
9577,31.24,25.7770,21.2690,21.2842,0.4504,1.0e-04,,,5.5
9578,30.64,25.2563,22.1824,21.4871,0.4386,1.0e-04,,,5.5
9579,32.25,26.6758,21.9905,21.6686,0.4474,1.0e-04,,,5.5
9580,31.36,25.6984,21.4972,21.0656,0.4628,1.0e-04,32.47,0.26,5.5
9581,31.13,25.3855,21.5530,21.1754,0.4738,1.0e-04,,,5.5
9582,31.55,25.7453,21.4040,21.0908,0.4848,1.0e-04,,,5.5
9583,32.09,26.0742,21.8043,21.3328,0.4882,1.0e-04,,,5.5
9584,32.78,26.8594,21.5237,21.2266,0.4793,1.0e-04,,,5.5
9585,31.28,25.5980,20.6775,20.9386,0.4699,1.0e-04,,,5.5
9586,32.14,26.2797,21.4420,21.2272,0.4750,1.0e-04,,,5.5
9587,30.98,25.3164,21.0327,20.9390,0.4722,1.0e-04,,,5.5
9588,31.48,25.6250,20.2687,20.2404,0.4799,1.0e-04,,,5.5
9589,31.82,26.1387,21.4121,21.0368,0.4570,1.0e-04,,,5.5
9590,30.56,25.0273,21.3309,21.4256,0.4644,1.0e-04,32.24,0.25,5.5
9591,32.43,26.6941,21.7377,21.4077,0.4622,1.0e-04,,,5.5
9592,31.04,25.5723,19.9835,20.8784,0.4487,1.0e-04,,,5.5
9593,31.05,25.6930,20.8545,20.6744,0.4249,1.0e-04,,,5.5
9594,31.58,26.0301,21.1995,20.9140,0.4544,1.0e-04,,,5.5
9595,31.15,25.6133,23.2333,21.5962,0.4457,1.0e-04,,,5.5
9596,32.09,26.5152,20.7574,21.1660,0.4411,1.0e-04,,,5.5
9597,30.44,25.0289,21.8266,21.5819,0.4497,1.0e-04,,,5.5
9598,31.24,25.7523,22.2099,21.2741,0.4403,1.0e-04,,,5.5
9599,30.94,25.4145,20.9428,21.0036,0.4445,1.0e-04,,,5.5
9600,31.68,26.2734,22.3729,21.3386,0.4351,1.0e-04,31.93,0.23,5.5
9601,31.17,25.5531,21.4640,20.9457,0.4643,1.0e-04,,,5.5
9602,30.92,25.2484,21.7886,20.8190,0.4656,1.0e-04,,,5.5
9603,31.28,25.7453,22.1284,20.8116,0.4575,1.0e-04,,,5.5
9604,31.62,26.0770,22.4322,21.2495,0.4516,1.0e-04,,,5.5
9605,31.74,26.0523,22.0524,21.5082,0.4632,1.0e-04,,,5.5
9606,31.37,25.8379,20.9916,20.8997,0.4459,1.0e-04,,,5.5
9607,31.41,25.7102,21.4160,20.8472,0.4668,1.0e-04,,,5.5
9608,31.14,25.5059,21.4327,21.1617,0.4615,1.0e-04,,,5.5
9609,31.64,26.1145,20.6706,20.8239,0.4405,1.0e-04,,,5.5
9610,32.21,26.5539,21.3602,20.6159,0.4392,1.0e-04,31.74,0.22,5.5
9611,31.23,25.7641,20.5471,20.6533,0.4405,1.0e-04,,,5.5
9612,31.24,25.7047,20.9856,20.9052,0.4375,1.0e-04,,,5.5
9613,30.48,25.0266,21.8563,21.3638,0.4493,1.0e-04,,,5.5
9614,31.88,26.3535,21.7440,20.9440,0.4460,1.0e-04,,,5.5
9615,31.61,26.1488,21.8422,21.1811,0.4392,1.0e-04,,,5.5
9616,31.22,25.6828,22.7740,21.5104,0.4523,1.0e-04,,,5.5
9617,31.74,26.0918,21.1298,21.0250,0.4595,1.0e-04,,,5.5
9618,31.06,25.4879,21.6049,21.3303,0.4599,1.0e-04,,,5.5
9619,31.40,25.6832,22.5568,21.4175,0.4648,1.0e-04,,,5.5
9620,31.07,25.4605,21.3814,20.9331,0.4486,1.0e-04,31.52,0.21,5.5
9621,32.69,27.1578,22.4082,21.2084,0.4259,1.0e-04,,,5.5
9622,31.96,26.2969,21.9773,21.1134,0.4579,1.0e-04,,,5.5
9623,30.80,25.2324,21.6970,21.1800,0.4563,1.0e-04,,,5.5
9624,31.62,26.0359,21.3964,20.8456,0.4557,1.0e-04,,,5.5
9625,30.66,25.2273,21.9524,21.5021,0.4498,1.0e-04,,,5.5
9626,31.71,26.2090,22.1598,21.4273,0.4413,1.0e-04,,,5.5
9627,30.81,25.3426,22.7333,21.7028,0.4547,1.0e-04,,,5.5
9628,31.16,25.5910,23.1860,21.0609,0.4606,1.0e-04,,,5.5
9629,31.53,25.8469,21.1917,21.0497,0.4714,1.0e-04,,,5.5
9630,30.78,25.0227,21.1970,21.0793,0.4675,1.0e-04,32.92,0.28,5.5
9631,31.01,25.2313,20.8518,21.2395,0.4751,1.0e-04,,,5.5
9632,31.26,25.2676,21.3587,21.1965,0.4873,1.0e-04,,,5.5
9633,32.57,26.7230,20.7951,21.0605,0.4768,1.0e-04,,,5.5
9634,31.24,25.3570,20.3216,20.7294,0.4878,1.0e-04,,,5.5
9635,30.62,24.7633,19.8192,20.6959,0.4854,1.0e-04,,,5.5
9636,31.84,26.0930,20.7530,20.6884,0.4945,1.0e-04,,,5.5
9637,31.41,25.5598,21.2538,20.5479,0.4797,1.0e-04,,,5.5
9638,30.90,25.0770,20.2834,20.9085,0.4892,1.0e-04,,,5.5
9639,31.80,25.8055,19.7636,20.3447,0.4918,1.0e-04,,,5.5
9640,31.22,25.4844,19.7104,20.2495,0.4809,1.0e-04,31.86,0.22,5.5
9641,31.56,25.9289,21.5266,20.9521,0.4655,1.0e-04,,,5.5
9642,31.02,25.4328,23.1150,21.4120,0.4631,1.0e-04,,,5.5
9643,30.76,25.1027,22.1149,21.1598,0.4605,1.0e-04,,,5.5
9644,31.38,25.7672,20.8902,21.0160,0.4646,1.0e-04,,,5.5
9645,32.65,26.8875,21.5814,20.6082,0.4760,1.0e-04,,,5.5
